query,room,item_type_same,branded_terms,category hierarchy,product_class,category,sub_category,materials,item_type_unconstrained,query_classification
trinaic towel rod,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No Category Fits,"Home Improvement / Bathroom Remodel & Bathroom Fixtures / Towel Storage / Towel & Robe Hooks sep Bed & Bath / Bathroom Accessories & Organization / Countertop Bath Accessories sep Décor & Pillows / Home Accessories / Decorative Objects sep Home Improvement / Bathroom Remodel & Bathroom Fixtures / Towel Storage / Towel Bars, Racks, and Stands / Metal Towel Bars, Racks, and Stands sep Outdoor / Outdoor & Patio Furniture / Outdoor Tables / All Patio Tables"
trundle daybed,bedroom,unknown,unknown,Furniture / Bedroom Furniture / Daybeds,Daybeds & Guest Beds,Furniture , Bedroom Furniture ,unknown,No Category Fits,Furniture / Bedroom Furniture / Daybeds sep Furniture / Living Room Furniture / Sectionals sep Furniture / Bedroom Furniture / Nightstands sep Furniture / Bedroom Furniture / Beds & Headboards / Beds / Full & Double Beds sep Baby & Kids / Toddler & Kids Bedroom Furniture / Kids Beds
tufted chair with gold legs,unknown,unknown,unknown,unknown,unknown,Furniture ,unknown,unknown,No Category Fits,Furniture / Living Room Furniture / Chairs & Seating / Accent Chairs / Wingback Accent Chairs sep Furniture / Living Room Furniture / Chairs & Seating / Chaise Lounge Chairs sep Furniture / Living Room Furniture / Chairs & Seating / Recliners sep Furniture / Office Furniture / Office Chairs sep Furniture / Living Room Furniture / Chairs & Seating / Massage Chairs
tufted upholstered bed diamond,bedroom,unknown,unknown,unknown,Beds,Furniture , Bedroom Furniture ,unknown,No Category Fits,Furniture / Bedroom Furniture / Nightstands sep Furniture / Bedroom Furniture / Beds & Headboards / Bed Frames / Twin Bed Frames sep Furniture / Bedroom Furniture / Bedroom and Makeup Vanities sep Bed & Bath / Mattresses & Foundations / Adjustable Beds
turquoise chair,unknown,unknown,unknown,unknown,unknown,Furniture ,unknown,unknown,No Category Fits,Furniture / Living Room Furniture / Chairs & Seating / Accent Chairs / Wingback Accent Chairs sep Baby & Kids / Toddler & Kids Playroom / Playroom Furniture / Toddler & Kids Chairs & Seating sep Furniture / Office Furniture / Office Chairs sep Décor & Pillows / Decorative Pillows & Blankets / Throw Pillows / White Throw Pillows sep Décor & Pillows / Home Accessories / Decorative Objects sep Outdoor / Outdoor & Patio Furniture / Outdoor Seating & Patio Chairs / Outdoor Chaise & Lounge Chairs
turquoise pillows,unknown,unknown,unknown,unknown,Accent Pillows,Décor & Pillows , Decorative Pillows & Blankets ,unknown,No Category Fits,Décor & Pillows / Decorative Pillows & Blankets / Throw Pillows sep Décor & Pillows / Wall Décor / Wall Accents sep Outdoor / Outdoor Décor / Outdoor Pillows & Cushions / Patio Furniture Cushions / Lounge Chair Patio Furniture Cushions sep Décor & Pillows / Decorative Pillows & Blankets / Throw Pillows / Blue Throw Pillows sep Outdoor / Outdoor Décor / Outdoor Pillows & Cushions / Patio Furniture Cushions / Dining Chair Patio Furniture Cushions
twin bed frame,bedroom,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No Category Fits,Furniture / Bedroom Furniture / Beds & Headboards / Bed Frames / Twin Bed Frames sep Furniture / Bedroom Furniture / Beds & Headboards / Beds / Twin Beds sep Furniture / Bedroom Furniture / Beds & Headboards / Beds / Queen Size Beds sep Furniture / Bedroom Furniture / Beds & Headboards / Beds / Full & Double Beds sep Furniture / Bedroom Furniture / Daybeds
twin over full bunk beds cool desins,bedroom,unknown,unknown,Baby & Kids / Toddler & Kids Bedroom Furniture / Kids Beds,Kids Beds,Baby & Kids , Toddler & Kids Bedroom Furniture ,unknown,No Category Fits,Baby & Kids / Toddler & Kids Bedroom Furniture / Kids Beds sep Furniture / Bedroom Furniture / Beds & Headboards / Beds sep Furniture / Bedroom Furniture / Beds & Headboards / Beds / Twin Beds sep Furniture / Bedroom Furniture / Beds & Headboards / Bed Frames / Twin Bed Frames sep Furniture / Bedroom Furniture / Daybeds
tye dye duvet cover,bedroom,comforter,unknown,unknown,Bedding Sets,Bed & Bath , Bedding ,,No Category Fits,Bed & Bath / Bedding / Sheets & Pillowcases / Twin XL Sheets & Pillowcases sep Bed & Bath / Bedding / All Bedding sep Bed Accessories
unique coffee tables,living room,unknown,unknown,unknown,Coffee & Cocktail Tables,Furniture , Living Room Furniture ,unknown,No Category Fits,Furniture / Living Room Furniture / Coffee Tables & End Tables / Coffee Tables sep Furniture / Living Room Furniture / Coffee Tables & End Tables / Coffee Tables / Rectangle Coffee Tables sep Furniture / Living Room Furniture / Coffee Tables & End Tables / Coffee Tables / Free Form Coffee Tables sep Furniture / Living Room Furniture / Coffee Tables & End Tables / Coffee Table Sets sep Furniture / Living Room Furniture / Coffee Tables & End Tables / Coffee Tables / Round Coffee Tables sep Furniture / Living Room Furniture / Coffee Tables & End Tables / Coffee Tables / Square Coffee Tables sep Furniture / Living Room Furniture / Coffee Tables & End Tables / Plant Stands & Tables
upholstered bed,bedroom,unknown,unknown,unknown,Beds,Furniture , Bedroom Furniture ,unknown,No Category Fits,Furniture / Bedroom Furniture / Nightstands sep Furniture / Bedroom Furniture / Beds & Headboards / Bed Frames / Twin Bed Frames sep Furniture / Bedroom Furniture / Beds & Headboards / Beds sep Baby & Kids / Toddler & Kids Bedroom Furniture / Kids Beds sep Furniture / Bedroom Furniture / Armoires & Wardrobes
upholstered girls bed,bedroom,unknown,unknown,Furniture / Bedroom Furniture / Beds & Headboards / Beds,Beds,Furniture , Bedroom Furniture ,unknown,No Category Fits,Furniture / Bedroom Furniture / Beds & Headboards / Bed Frames / Twin Bed Frames sep Furniture / Bedroom Furniture / Beds & Headboards / Beds sep Furniture / Bedroom Furniture / Nightstands sep Furniture / Bedroom Furniture / Beds & Headboards / Headboards
urban outfitters duvet,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No Category Fits,Bed & Bath / Bedding / Sheets & Pillowcases / Twin XL Sheets & Pillowcases sep Décor & Pillows / Home Accessories / Decorative Objects sep Décor & Pillows / Decorative Pillows & Blankets / Throw Pillows sep Bed & Bath / Bedding Essentials / Bed Pillows
velvet chaise,living room,unknown,unknown,unknown,unknown,Furniture , Living Room Furniture ,unknown,No Category Fits,Furniture / Living Room Furniture / Chairs & Seating / Chaise Lounge Chairs sep Furniture / Living Room Furniture / Sectionals sep Décor & Pillows / Wall Décor / Wall Accents sep Furniture / Living Room Furniture / Chairs & Seating / Massage Chairs sep Décor & Pillows / Home Accessories / Decorative Objects
verden callan,bedroom,comforter,verden callan,Bed & Bath / Bedding / All Bedding,Bedding Sets,Bed & Bath , Bedding ,,comforter set,"Furniture / Office Furniture / Desks sep Décor & Pillows / Art / All Wall Art sep Lighting / Table & Floor Lamps / Floor Lamps sep Outdoor / Outdoor & Patio Furniture / Outdoor Seating & Patio Chairs / Outdoor Chaise & Lounge Chairs sep Storage & Organization / Wall Shelving & Organization / Wall and Display Shelves sep Home Improvement / Flooring, Walls & Ceiling / Walls & Ceilings / Accent Tiles"
vlad modular sectional,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No Category Fits,Furniture / Living Room Furniture / Sectionals sep Furniture / Living Room Furniture / Sofas sep Furniture / Living Room Furniture / Living Room Sets sep Furniture / Living Room Furniture / Cabinets & Chests sep Furniture / Living Room Furniture / Sectionals / Stationary Sectionals
wainscoting ideas,unknown,unknown,unknown,"Home Improvement / Flooring, Walls & Ceiling / Flooring Installation & Accessories / Molding & Millwork / Wall Molding & Millwork",Molding & Millwork,Home Improvement ," Flooring, Walls & Ceiling ",unknown,No Category Fits,"Home Improvement / Flooring, Walls & Ceiling / Walls & Ceilings / Wall Paneling sep Décor & Pillows / Window Treatments / Valances & Kitchen Curtains sep Décor & Pillows / Wall Décor / Wall Accents sep Décor & Pillows / Art / All Wall Art"
wall art fiji,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No Category Fits,Décor & Pillows / Art / All Wall Art / Green Wall Art sep Décor & Pillows / Art / All Wall Art / Yellow Wall Art sep Décor & Pillows / Art / All Wall Art sep Décor & Pillows / Art / All Wall Art / Red Wall Art sep Décor & Pillows / Art / All Wall Art / Blue Wall Art
wall design shelf,unknown,unknown,unknown,unknown,Wall Mounted Shelves,Storage & Organization , Wall Shelving & Organization ,unknown,No Category Fits,Storage & Organization / Wall Shelving & Organization / Wall & Display Shelves / Corner Wall & Display Shelves sep Storage & Organization / Wall Shelving & Organization / Wall and Display Shelves sep Décor & Pillows / Wall Décor / Wall Accents sep Storage & Organization / Wall Shelving & Organization / Wall & Display Shelves sep Home Improvement / Doors & Door Hardware / Door Hardware & Accessories / Barn Door Hardware
wall sconce with usb port,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,,Lighting / Wall Lights / Wall Sconces
wall shelves,unknown,unknown,unknown,unknown,unknown,Storage & Organization ,unknown,unknown,No Category Fits,Storage & Organization / Wall Shelving & Organization / Wall and Display Shelves sep Storage & Organization / Wall Shelving & Organization / Wall & Display Shelves sep Storage & Organization / Wall Shelving & Organization / Wall & Display Shelves / Floating Wall & Display Shelves sep Storage & Organization / Wall Shelving & Organization / Wall & Display Shelves / Corner Wall & Display Shelves sep Furniture / Living Room Furniture / Bookcases sep Storage & Organization / Shoe Storage / All Shoe Storage / Cabinet Shoe Storage sep Baby & Kids / Baby & Kids Décor & Lighting / All Baby & Kids Wall Art
wand bunk beds,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No Category Fits,Baby & Kids / Toddler & Kids Bedroom Furniture / Kids Beds sep Baby & Kids / Toddler & Kids Bedroom Furniture / Baby & Kids Dressers sep Furniture / Bedroom Furniture / Beds & Headboards / Beds / Twin Beds sep Baby & Kids / Toddler & Kids Bedroom Furniture / Kids Desks
waterfall faucet,bathroom,unknown,unknown,unknown,Bathroom Sink Faucets,Home Improvement , Bathroom Remodel & Bathroom Fixtures ,unknown,No Category Fits,Home Improvement / Bathroom Remodel & Bathroom Fixtures / Bathroom Sinks & Faucet Components / Bathroom Sink Faucets sep Home Improvement / Kitchen Remodel & Kitchen Fixtures / Kitchen Sinks & Faucet Components / Kitchen Faucets / Bronze Kitchen Faucets sep Décor & Pillows / Home Accessories / Indoor Fountains sep Home Improvement / Bathroom Remodel & Bathroom Fixtures / Bathroom Sinks & Faucet Components / Bathroom Sink Faucets / Widespread Bathroom Sink Faucets
wayfair coffee table,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No Category Fits,Furniture / Living Room Furniture / Coffee Tables & End Tables / Coffee Tables sep Furniture / Living Room Furniture / Coffee Tables & End Tables / End & Side Tables sep Décor & Pillows / Home Accessories / Decorative Trays sep Furniture / Living Room Furniture / Coffee Tables & End Tables / Coffee Tables / Rectangle Coffee Tables sep Outdoor / Outdoor & Patio Furniture / Outdoor Tables / All Patio Tables sep Furniture / Living Room Furniture / Coffee Tables & End Tables / Coffee Tables / Round Coffee Tables sep Furniture / Living Room Furniture / Coffee Tables & End Tables / Coffee Tables / Free Form Coffee Tables
wayfair comforters,bedroom,unknown,unknown,unknown,unknown,Bed & Bath ,unknown,unknown,No Category Fits,Bed & Bath / Bedding Essentials / Bed Pillows sep Bed & Bath / Bedding / Sheets & Pillowcases / Twin Sheets & Pillowcases sep Kitchen & Tabletop / Tableware & Drinkware / Table & Kitchen Linens / All Table Linens sep Bed & Bath / Bedding / Sheets & Pillowcases sep Bed & Bath / Bedding Essentials / Mattress Pads & Toppers
wayfair sleep zippered,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No Category Fits,Bed & Bath / Bedding Essentials / Mattress Pads & Toppers sep Bed & Bath / Bedding / Sheets & Pillowcases sep Bed Accessories sep Bed & Bath / Bedding Essentials / Bed Pillows
wayfair tension rod,unknown,,unknown,Décor & Pillows / Window Treatments / Curtain Hardware & Accessories,Curtain Hardware & Accessories,Décor & Pillows , Window Treatments ,metal,,Décor & Pillows / Window Treatments / Curtain Hardware & Accessories sep Storage & Organization / Wall Shelving & Organization / Wall & Display Shelves sep Bed & Bath / Shower Curtains & Accessories / Shower Curtain Hooks sep Décor & Pillows / Window Treatments / Curtain Hardware & Accessories / Bracket Curtain Hardware & Accessories sep Outdoor / Garden / Planters
welcome sign,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No Category Fits,Décor & Pillows / Art / All Wall Art / Yellow Wall Art sep Décor & Pillows / Home Accessories / Decorative Objects sep Holiday Décor / Holiday Lighting sep Outdoor / Garden / Garden Décor / Lawn & Garden Accents sep Décor & Pillows / Wall Décor / Wall Decals
westling coffee table,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No Category Fits,Furniture / Living Room Furniture / Coffee Tables & End Tables / Coffee Tables / Round Coffee Tables sep Furniture / Living Room Furniture / Coffee Tables & End Tables / Coffee Tables sep Furniture / Living Room Furniture / Coffee Tables & End Tables / Coffee Tables / Rectangle Coffee Tables sep Furniture / Living Room Furniture / Coffee Tables & End Tables / Coffee Table Sets sep Furniture / Living Room Furniture / Coffee Tables & End Tables / Coffee Tables / Square Coffee Tables
whimsical solar lights,outdoor,unknown,unknown,unknown,Landscape Lighting,Lighting , Outdoor Lighting ,unknown,No Category Fits,Lighting / Outdoor Lighting / Outdoor Lanterns & Lamps sep Holiday Décor / Holiday Lighting sep Outdoor / Outdoor Décor / Outdoor Wall Décor sep Lighting / Outdoor Lighting / Landscape Lighting / All Landscape Lighting sep Outdoor / Garden / Greenhouses
white abstract,dining room,shower curtain,,Décor & Pillows / Window Treatments / Valances & Kitchen Curtains / Kitchen Valances & Kitchen Curtains,Valances & Kitchen Curtains,Décor & Pillows , Window Treatments ,polyester,kitchen curtain set,"Décor & Pillows / Art / All Wall Art sep Décor & Pillows / Wall Décor / Wall Accents sep Lighting / Table & Floor Lamps / Table Lamps sep Décor & Pillows / Home Accessories / Vases, Urns, Jars & Bottles sep Décor & Pillows / Art / All Wall Art / Yellow Wall Art"
white bathroom vanity black hardware,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No Category Fits,Home Improvement / Bathroom Remodel & Bathroom Fixtures / Bathroom Vanities / All Bathroom Vanities sep Home Improvement / Hardware / Cabinet Hardware / Cabinet & Drawer Knobs / Black Cabinet & Drawer Knobs sep Décor & Pillows / Mirrors / All Mirrors / Accent Mirrors sep Storage & Organization / Bathroom Storage & Organization / Bathroom Cabinets & Shelving
white splashproof shiplap wallpaper,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,No Category Fits,Décor & Pillows / Wall Décor / Wall Decals sep Décor & Pillows / Window Treatments / Curtain Hardware & Accessories sep Home Improvement / Bathroom Remodel & Bathroom Fixtures / Showers & Bathtubs / Bathtubs sep Outdoor / Outdoor Décor / Outdoor Wall Décor
